Age,Gender,OwnHome,Married,Location,Salary,Children,History,Catalogs,AmountSpent
Young,Female,Rent,Single,Far,18400,1,Low,6,319
Young,Female,Rent,Single,Close,15500,1,Low,6,210
Young,Female,Rent,Single,Close,12900,1,Low,6,107
Young,Female,Rent,Single,Close,13600,1,Low,6,183
Young,Female,Rent,Single,Close,14800,1,Low,6,209
Young,Female,Rent,Single,Far,21100,1,Low,6,470
Young,Female,Rent,Married,Close,73600,1,Medium,6,647
Young,Female,Rent,Single,Close,17800,1,Low,6,216
Young,Female,Rent,Single,Close,18900,1,Low,6,184
Young,Female,Rent,Single,Close,25100,1,NEW,6,421
Young,Female,Rent,Single,Close,11900,1,Low,6,143
Young,Female,Own,Single,Close,44700,1,Medium,6,502
Young,Female,Rent,Single,Close,14500,1,Low,6,183
Young,Female,Own,Single,Close,15600,1,Low,6,136
Young,Female,Own,Single,Close,24400,1,Low,6,220
Young,Female,Own,Married,Far,55900,1,NEW,6,788
Young,Female,Rent,Single,Far,18400,1,Low,6,303
Young,Female,Rent,Married,Close,25900,1,Low,6,242
Young,Female,Rent,Single,Close,16900,1,Low,6,247
Young,Female,Rent,Single,Close,12500,1,Low,6,202
Young,Female,Rent,Single,Far,14500,1,Low,6,222
Young,Female,Rent,Single,Close,13300,1,Low,6,184
Young,Male,Rent,Married,Far,60300,1,NEW,6,1252
Young,Male,Rent,Married,Close,37200,1,Low,6,247
Young,Male,Rent,Single,Close,26100,1,NEW,6,494
Young,Male,Rent,Married,Close,27400,1,Low,6,278
Middle,Female,Rent,Single,Close,28200,1,Low,6,224
Middle,Female,Rent,Married,Close,73000,1,Medium,6,490
Middle,Female,Own,Married,Close,126300,1,High,6,1888
Middle,Female,Rent,Single,Close,58600,1,Medium,6,624
Middle,Female,Rent,Married,Far,92400,1,NEW,6,2191
Middle,Female,Rent,Single,Far,44800,1,Medium,6,666
Middle,Female,Rent,Single,Close,36900,1,Low,6,371
Middle,Female,Own,Single,Close,36700,1,NEW,6,529
Middle,Female,Own,Married,Close,68200,1,NEW,6,818
Middle,Female,Own,Married,Close,90500,1,High,6,1116
Middle,Female,Own,Married,Close,105500,1,High,6,1781
Middle,Female,Own,Married,Close,74700,1,Medium,6,704
Middle,Female,Own,Married,Close,59900,1,NEW,6,613
Middle,Female,Own,Single,Close,67800,1,Medium,6,680
Middle,Female,Rent,Single,Close,33200,1,NEW,6,320
Middle,Female,Own,Single,Far,25300,1,NEW,6,451
Middle,Female,Own,Married,Close,59100,1,NEW,6,1426
Middle,Male,Own,Single,Close,57600,1,NEW,6,1006
Middle,Male,Own,Married,Close,101700,1,NEW,6,941
Middle,Male,Rent,Single,Close,39500,1,NEW,6,412
Middle,Male,Rent,Single,Close,60400,1,Medium,6,791
Middle,Male,Own,Married,Close,97400,1,High,6,880
Middle,Male,Rent,Single,Far,42500,1,NEW,6,798
Middle,Male,Rent,Married,Far,64000,1,NEW,6,1552
Middle,Male,Rent,Single,Far,55800,1,NEW,6,821
Middle,Male,Own,Married,Close,99600,1,High,6,871
Middle,Male,Rent,Single,Close,35100,1,Low,6,421
Middle,Male,Own,Married,Close,54200,1,Medium,6,757
Middle,Male,Rent,Married,Close,92900,1,NEW,6,1705
Middle,Male,Rent,Single,Close,53900,1,Medium,6,735
Middle,Male,Rent,Single,Far,50000,1,NEW,6,1079
Middle,Male,Own,Married,Far,79200,1,High,6,1905
Middle,Male,Own,Married,Far,70000,1,NEW,6,1227
Old,Female,Own,Single,Far,24000,1,Low,6,357
Old,Female,Rent,Married,Close,23600,1,Low,6,161
Old,Female,Own,Married,Close,10100,1,Low,6,93
Old,Female,Rent,Single,Close,37000,1,NEW,6,632
Young,Female,Own,Single,Close,25900,2,NEW,12,449
Young,Female,Rent,Single,Close,10600,2,Low,12,114
Young,Female,Rent,Single,Close,16700,2,Low,12,108
Young,Female,Rent,Single,Close,15000,2,NEW,12,341
Young,Female,Rent,Single,Far,23100,2,Low,12,457
Young,Female,Own,Single,Close,21600,2,NEW,12,491
Young,Female,Rent,Single,Far,18200,2,Low,12,322
Young,Female,Rent,Single,Close,20300,2,Low,12,180
Young,Female,Rent,Single,Far,13500,2,Low,12,160
Young,Female,Own,Single,Far,33200,2,Medium,12,607
Young,Male,Rent,Single,Close,15800,2,Low,12,147
Young,Male,Rent,Single,Close,19800,2,Low,12,209
Young,Male,Rent,Single,Close,10200,2,NEW,12,333
Young,Male,Rent,Married,Close,56900,2,Low,12,687
Middle,Female,Own,Married,Close,107600,2,Medium,12,1512
Middle,Female,Own,Married,Close,68500,2,NEW,12,1500
Middle,Female,Own,Single,Close,51900,2,NEW,12,1162
Middle,Female,Own,Single,Close,46100,2,Low,12,418
Middle,Female,Rent,Married,Close,66900,2,Medium,12,769
Middle,Female,Own,Single,Close,48700,2,Low,12,528
Middle,Female,Rent,Single,Far,37800,2,NEW,12,1185
Middle,Female,Rent,Single,Close,53700,2,NEW,12,1194
Middle,Female,Own,Single,Far,52600,2,Medium,12,1307
Middle,Female,Rent,Married,Close,82300,2,Medium,12,580
Middle,Female,Rent,Married,Close,66300,2,Medium,12,544
Middle,Female,Rent,Single,Far,49500,2,Medium,12,1195
Middle,Female,Rent,Married,Close,96700,2,Medium,12,1231
Middle,Male,Own,Single,Close,45900,2,Low,12,416
Middle,Male,Own,Married,Close,70400,2,NEW,12,1127
Middle,Male,Own,Married,Close,109900,2,Medium,12,870
Middle,Male,Own,Single,Close,62700,2,Medium,12,704
Middle,Male,Rent,Married,Far,48800,2,NEW,12,1647
Middle,Male,Own,Married,Close,117500,2,Medium,12,927
Middle,Male,Own,Married,Close,97600,2,Medium,12,1162
Middle,Male,Rent,Married,Close,108300,2,NEW,12,2224
Middle,Male,Own,Married,Close,64800,2,Medium,12,574
Middle,Male,Own,Married,Close,74500,2,Medium,12,824
Middle,Male,Own,Married,Close,95100,2,Medium,12,809
Middle,Male,Rent,Married,Far,52800,2,Medium,12,926
Middle,Male,Own,Married,Far,118400,2,NEW,12,3941
Old,Female,Own,Married,Far,33600,2,Medium,12,805
Old,Female,Own,Married,Far,12600,2,Low,12,164
Young,Female,Rent,Single,Close,11000,2,NEW,18,393
Young,Female,Rent,Single,Close,22200,2,Low,18,275
Young,Female,Rent,Single,Close,22100,2,Low,18,280
Young,Female,Rent,Married,Close,40900,2,Low,18,576
Young,Female,Rent,Single,Close,17600,2,Low,18,163
Young,Female,Own,Single,Close,27200,2,Low,18,446
Young,Female,Rent,Single,Close,18800,2,Low,18,170
Young,Female,Rent,Single,Far,10200,2,Low,18,213
Young,Female,Rent,Single,Far,25600,2,NEW,18,426
Young,Female,Rent,Single,Close,14200,2,Low,18,197
Middle,Female,Own,Married,Close,85500,2,Medium,18,895
Middle,Female,Own,Single,Close,46600,2,NEW,18,1153
Middle,Female,Own,Married,Close,49700,2,Low,18,613
Middle,Female,Rent,Single,Close,36400,2,Low,18,506
Middle,Female,Rent,Married,Close,40500,2,Low,18,622
Middle,Female,Own,Single,Close,52700,2,Low,18,855
Middle,Female,Own,Single,Far,34600,2,Medium,18,748
Middle,Female,Own,Married,Close,82400,2,Medium,18,657
Middle,Female,Own,Married,Close,72200,2,Medium,18,715
Middle,Female,Own,Married,Far,102800,2,High,18,2238
Middle,Male,Own,Married,Close,107300,2,Medium,18,1566
Middle,Male,Own,Single,Close,56700,2,Low,18,536
Middle,Male,Own,Married,Far,96800,2,High,18,2299
Middle,Male,Rent,Single,Close,59100,2,Low,18,580
Middle,Male,Rent,Married,Close,65800,2,Medium,18,578
Middle,Male,Own,Single,Far,48100,2,Medium,18,961
Middle,Male,Rent,Married,Close,87400,2,NEW,18,2729
Middle,Male,Own,Single,Close,68900,2,NEW,18,2784
Middle,Male,Own,Married,Close,96300,2,NEW,18,3916
Middle,Male,Rent,Married,Close,74600,2,Medium,18,705
Middle,Male,Rent,Married,Far,87100,2,High,18,1688
Middle,Male,Own,Single,Far,80800,2,High,18,2444
Middle,Male,Own,Married,Far,84300,2,High,18,1648
Middle,Male,Own,Single,Far,59600,2,Medium,18,1217
Middle,Male,Own,Married,Close,123800,2,NEW,18,3537
Middle,Male,Own,Married,Close,76400,2,Medium,18,881
Middle,Male,Own,Married,Close,126500,2,High,18,2000
Middle,Male,Own,Married,Close,79000,2,Medium,18,671
Middle,Male,Own,Married,Close,113000,2,Medium,18,1554
Middle,Male,Own,Married,Far,113600,2,High,18,3237
Old,Male,Own,Single,Close,40200,2,NEW,18,1197
Young,Female,Rent,Single,Far,13700,2,NEW,24,414
Young,Female,Rent,Single,Close,26600,2,Low,24,245
Young,Female,Rent,Single,Close,10600,2,NEW,24,517
Young,Female,Rent,Single,Far,23200,2,NEW,24,788
Young,Female,Own,Single,Far,21900,2,Low,24,486
Young,Female,Rent,Married,Close,37100,2,Low,24,653
Young,Female,Own,Single,Close,27100,2,Low,24,437
Young,Male,Rent,Single,Far,20300,2,Low,24,450
Middle,Female,Own,Married,Close,63300,2,Medium,24,679
Middle,Female,Own,Single,Far,64100,2,High,24,1595
Middle,Female,Own,Married,Close,93400,2,NEW,24,3079
Middle,Female,Own,Married,Close,65400,2,Medium,24,938
Middle,Female,Rent,Single,Close,32100,2,Low,24,405
Middle,Female,Rent,Married,Close,84200,2,Medium,24,954
Middle,Female,Own,Single,Close,36900,2,Low,24,514
Middle,Male,Rent,Married,Far,64600,2,NEW,24,2935
Middle,Male,Own,Married,Close,107300,2,Medium,24,1194
Middle,Male,Own,Single,Close,61500,2,Medium,24,968
Middle,Male,Rent,Married,Close,63500,2,NEW,24,2321
Middle,Male,Own,Married,Far,82400,2,High,24,2035
Middle,Male,Rent,Married,Close,88500,2,Medium,24,1104
Middle,Male,Own,Married,Close,88100,2,Medium,24,1078
Middle,Male,Own,Married,Close,119800,2,Medium,24,2090
Middle,Male,Rent,Married,Far,83500,2,High,24,2098
Middle,Male,Own,Single,Far,61300,2,High,24,1241
Middle,Male,Own,Married,Far,88700,2,High,24,2693
Old,Male,Own,Married,Far,76900,2,High,24,3230
Young,Female,Rent,Single,Far,23100,2,Low,6,466
Young,Female,Rent,Single,Close,11400,2,NEW,6,186
Young,Female,Rent,Married,Close,69700,2,Medium,6,584
Young,Female,Rent,Single,Far,19700,2,Low,6,330
Young,Female,Rent,Single,Close,24000,2,NEW,6,362
Young,Female,Rent,Single,Close,16900,2,NEW,6,281
Young,Female,Rent,Married,Close,25500,2,Low,6,139
Young,Female,Rent,Single,Far,14300,2,Low,6,194
Young,Female,Rent,Single,Close,21700,2,NEW,6,387
Young,Male,Rent,Single,Far,21900,2,NEW,6,192
Middle,Female,Own,Married,Close,76700,2,Medium,6,534
Middle,Female,Own,Single,Close,43900,2,Low,6,358
Middle,Female,Own,Single,Close,49100,2,Low,6,474
Middle,Female,Own,Single,Close,27000,2,Low,6,183
Middle,Female,Rent,Single,Close,25700,2,Low,6,173
Middle,Female,Own,Single,Close,35200,2,Low,6,233
Middle,Female,Rent,Married,Close,81400,2,NEW,6,1014
Middle,Female,Rent,Married,Close,91000,2,Medium,6,708
Middle,Female,Rent,Married,Close,60500,2,Low,6,409
Middle,Female,Rent,Single,Close,32700,2,Low,6,273
Middle,Male,Own,Married,Close,83600,2,Medium,6,538
Middle,Male,Own,Married,Close,83100,2,Medium,6,586
Middle,Male,Rent,Single,Close,55100,2,NEW,6,826
Middle,Male,Own,Married,Close,63300,2,NEW,6,633
Middle,Male,Rent,Married,Close,106700,2,Medium,6,607
Middle,Male,Rent,Married,Close,88000,2,Medium,6,524
Middle,Male,Own,Married,Close,83000,2,Medium,6,726
Middle,Male,Rent,Single,Far,58600,2,NEW,6,989
Middle,Male,Own,Married,Close,64300,2,Medium,6,661
Middle,Male,Rent,Married,Close,38400,2,Low,6,188
Middle,Male,Own,Single,Close,44600,2,Low,6,236
Middle,Male,Own,Married,Close,100100,2,NEW,6,1597
Middle,Male,Own,Married,Close,77100,2,Medium,6,568
Middle,Male,Own,Married,Close,79600,2,NEW,6,1575
Old,Female,Own,Single,Far,40600,2,Medium,6,690
Old,Female,Own,Single,Close,12700,2,Low,6,65
Young,Female,Own,Single,Far,29600,3,NEW,12,774
Young,Female,Own,Single,Close,32600,3,Low,12,172
Young,Female,Rent,Single,Far,11400,3,NEW,12,312
Young,Female,Rent,Married,Close,60600,3,Low,12,307
Young,Female,Rent,Married,Close,71200,3,Low,12,392
Young,Female,Rent,Single,Close,12700,3,Low,12,87
Young,Female,Own,Single,Close,27500,3,NEW,12,571
Young,Female,Rent,Single,Close,12500,3,NEW,12,206
Young,Female,Own,Single,Close,27800,3,NEW,12,408
Young,Male,Rent,Single,Close,14800,3,NEW,12,436
Young,Male,Rent,Married,Close,55500,3,Low,12,216
Young,Male,Rent,Married,Close,34300,3,NEW,12,1297
Young,Male,Own,Single,Close,29600,3,NEW,12,583
Middle,Female,Own,Married,Close,102500,3,Low,12,548
Middle,Female,Rent,Single,Close,39700,3,Low,12,238
Middle,Female,Own,Married,Close,79900,3,Low,12,295
Middle,Female,Own,Married,Close,63700,3,Low,12,364
Middle,Female,Own,Married,Close,67900,3,Low,12,356
Middle,Female,Own,Married,Far,77600,3,Medium,12,858
Middle,Female,Own,Single,Close,53700,3,Low,12,235
Middle,Male,Own,Married,Close,95800,3,Low,12,678
Middle,Male,Own,Single,Close,64000,3,Low,12,410
Middle,Male,Own,Married,Close,96100,3,Low,12,316
Middle,Male,Rent,Married,Close,106100,3,Low,12,472
Middle,Male,Own,Single,Close,49200,3,Low,12,210
Middle,Male,Own,Married,Far,95800,3,NEW,12,2581
Middle,Male,Own,Married,Close,66500,3,Low,12,286
Middle,Male,Own,Married,Close,102700,3,NEW,12,1473
Middle,Male,Own,Married,Close,99200,3,NEW,12,2796
Middle,Male,Own,Married,Close,140700,3,Medium,12,1001
Middle,Male,Own,Married,Close,60500,3,Low,12,340
Middle,Male,Own,Single,Close,60200,3,NEW,12,1364
Middle,Male,Own,Married,Close,108200,3,Low,12,635
Old,Female,Own,Married,Close,118000,3,Low,12,581
Young,Female,Rent,Single,Far,12400,3,Low,18,205
Young,Male,Own,Single,Close,31500,3,Low,18,269
Young,Male,Rent,Single,Close,28400,3,Low,18,182
Middle,Female,Own,Married,Far,108100,3,High,18,2632
Middle,Female,Own,Married,Close,48900,3,NEW,18,915
Middle,Female,Rent,Single,Close,42000,3,Low,18,232
Middle,Female,Own,Single,Close,54400,3,Low,18,342
Middle,Female,Rent,Single,Far,35600,3,Low,18,865
Middle,Female,Own,Married,Close,92300,3,Low,18,655
Middle,Female,Rent,Single,Close,40700,3,Low,18,232
Middle,Male,Rent,Married,Far,72200,3,Medium,18,1811
Middle,Male,Own,Married,Far,120000,3,High,18,1926
Middle,Male,Own,Married,Far,113400,3,High,18,1790
Middle,Male,Rent,Married,Far,124800,3,High,18,2537
Middle,Male,Own,Single,Close,55500,3,Low,18,427
Middle,Male,Rent,Married,Far,72200,3,Medium,18,1042
Middle,Male,Own,Married,Far,111800,3,High,18,2065
Middle,Male,Own,Married,Close,82400,3,NEW,18,2122
Young,Female,Rent,Single,Far,21700,3,NEW,24,708
Young,Female,Rent,Single,Close,23200,3,NEW,24,770
Young,Male,Rent,Married,Close,41600,3,NEW,24,1634
Young,Male,Rent,Married,Far,41500,3,NEW,24,1314
Young,Male,Rent,Married,Far,53600,3,Medium,24,1560
Middle,Female,Own,Married,Close,81700,3,Low,24,879
Middle,Female,Rent,Married,Far,43300,3,Medium,24,716
Middle,Female,Rent,Single,Close,43300,3,Low,24,326
Middle,Female,Own,Single,Far,66800,3,NEW,24,2098
Middle,Female,Rent,Single,Far,31200,3,NEW,24,1087
Middle,Female,Own,Married,Close,76600,3,NEW,24,2904
Middle,Female,Rent,Married,Far,45400,3,Medium,24,1203
Middle,Female,Own,Married,Far,96800,3,NEW,24,3082
Middle,Female,Own,Single,Far,64400,3,Medium,24,1913
Middle,Female,Own,Married,Close,62200,3,NEW,24,2119
Middle,Female,Rent,Single,Close,27200,3,Low,24,243
Middle,Female,Rent,Married,Close,87700,3,NEW,24,2446
Middle,Female,Rent,Married,Far,61500,3,Medium,24,1162
Middle,Female,Rent,Single,Close,43000,3,Low,24,225
Middle,Female,Own,Married,Close,110400,3,Low,24,1093
Middle,Male,Own,Married,Far,90700,3,High,24,2265
Middle,Male,Own,Married,Far,100600,3,High,24,2838
Middle,Male,Own,Married,Close,84700,3,NEW,24,2705
Middle,Male,Own,Married,Far,108000,3,High,24,1849
Middle,Male,Rent,Single,Close,41800,3,Low,24,301
Middle,Male,Own,Married,Close,109200,3,Low,24,1102
Young,Female,Rent,Married,Close,42000,3,Low,6,105
Young,Female,Rent,Single,Close,23000,3,Low,6,79
Young,Female,Rent,Single,Close,10200,3,NEW,6,199
Young,Female,Rent,Single,Close,14600,3,Low,6,47
Young,Female,Rent,Single,Far,10800,3,Low,6,123
Young,Female,Rent,Single,Far,13800,3,Low,6,127
Young,Female,Own,Single,Far,21400,3,NEW,6,326
Young,Female,Rent,Single,Far,20000,3,Low,6,182
Young,Female,Rent,Single,Close,22600,3,NEW,6,521
Young,Female,Rent,Single,Close,25300,3,NEW,6,510
Young,Female,Rent,Single,Close,17900,3,Low,6,62
Young,Female,Rent,Single,Close,11500,3,NEW,6,157
Young,Female,Rent,Single,Close,29200,3,NEW,6,636
Young,Female,Rent,Single,Close,14100,3,NEW,6,153
Young,Male,Rent,Married,Far,63300,3,NEW,6,1408
Young,Male,Rent,Married,Close,80700,3,Low,6,202
Young,Male,Rent,Married,Far,67300,3,NEW,6,1212
Young,Male,Rent,Married,Close,64300,3,Low,6,239
Young,Male,Rent,Single,Close,13000,3,Low,6,43
Young,Male,Rent,Single,Close,14600,3,NEW,6,307
Young,Male,Rent,Single,Close,15000,3,Low,6,38
Middle,Female,Own,Married,Close,79400,3,Low,6,200
Middle,Female,Own,Married,Close,130700,3,NEW,6,2070
Middle,Female,Own,Single,Far,56000,3,Medium,6,530
Middle,Female,Rent,Married,Close,104900,3,Low,6,450
Middle,Female,Own,Single,Close,46600,3,Low,6,158
Middle,Female,Rent,Married,Close,97400,3,Low,6,213
Middle,Female,Own,Married,Close,51900,3,Low,6,158
Middle,Female,Own,Single,Far,62500,3,NEW,6,921
Middle,Female,Rent,Single,Close,41400,3,Low,6,223
Middle,Female,Own,Single,Close,46300,3,NEW,6,1138
Middle,Female,Rent,Single,Far,39000,3,Low,6,292
Middle,Female,Own,Married,Close,131500,3,NEW,6,2840
Middle,Female,Rent,Married,Close,72900,3,Low,6,252
Middle,Female,Own,Single,Close,53300,3,NEW,6,508
Middle,Female,Rent,Married,Close,88600,3,Low,6,212
Middle,Male,Rent,Single,Close,50700,3,Low,6,157
Middle,Male,Own,Single,Close,62800,3,NEW,6,707
Middle,Male,Own,Single,Close,65300,3,Low,6,193
Middle,Male,Own,Married,Far,65400,3,NEW,6,836
Middle,Male,Rent,Married,Close,105600,3,Low,6,304
Middle,Male,Own,Single,Close,56300,3,Low,6,321
Middle,Male,Own,Married,Far,93000,3,High,6,1046
Middle,Male,Own,Married,Close,84100,3,NEW,6,1352
Middle,Male,Own,Single,Close,50600,3,NEW,6,713
Middle,Male,Rent,Married,Close,62800,3,Low,6,177
Old,Female,Own,Single,Close,33000,3,NEW,6,700
